id,exercise_name,calories,type
1873,Kettlebell Pistol Squat,399,Strength
1874,Goblet Squat,431,Strength
1875,Kettlebell Curtsy Lunge,280,Strength
1876,Single-arm kettlebell overhead squat,212,Strength
1877,Kettlebell side squat,301,Strength
1878,Kettlebell sumo squat,272,Strength
1879,Kettlebell thruster progression,454,Strength
1880,Kettlebell power clean,345,Strength
1881,Kettlebell fire feet,274,Plyometrics
1882,Single Arm Overhead Kettlebell Squat,438,Strength
1883,Pulsing goblet squat,98,Strength
1884,Double-kettlebell alternating lunge to clean,366,Strength
1885,FYR Goblet Squat,411,Strength
1886,FYR Kettlebell Sumo Squat,380,Strength
1887,Double-kettlebell front squat,404,Strength
1888,FYR Kettlebell Squat Clean,302,Strength
1889,Single-arm kettlebell front squat,194,Strength
1890,Kettlebell front rack lunge,480,Strength
1891,HM Turkish Get-Up,476,Strength
1892,HM Single-Leg Romanian Deadlift,447,Strength
1893,Taylor Single-Arm Kettlebell Front Squat,96,Strength
1894,Taylor Kettlebell Goblet Squat,74,Strength
1895,Goblet squat-,132,Strength
1896,Holman Kettlebell Squat Clean,292,Strength
1897,Holman Kettlebell Swing,302,Strength
1898,Holman Kettlebell Swing Transfer,480,Strength
1899,Dumbbell goblet squat-,453,Strength
1900,Robertson Kettlebell Jump,255,Strength
1901,FYR2 Alternating Kettlebell Squat Clean,72,Strength
1902,FYR2 Banded Double-Kettlebell Squat Pulse,144,Strength
1903,FYR2 Double-Kettlebell Ballin' Lunge,346,Strength
1904,FYR2 Double-Kettlebell Front Rack Lunge,474,Strength
1905,FYR2 Double-Kettlebell Front Squat,281,Strength
1906,FYR2 Explosive Kettlebell Jump Squat,470,Strength
1907,FYR2 Kettlebell Goblet Squat,317,Strength
1908,FYR2 Kettlebell Reverse Lunge Switch Grip,438,Strength
1909,FYR2 Kettlebell Reverse Lunge to Kneeling Press,62,Strength
1910,FYR2 Kettlebell Sumo Squat Pulse,87,Strength
1911,FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,77,Strength
1912,FYR2 Kettlebell Goblet-Squat-Deadlift Complex,305,Strength
1913,FYR2 Kettlebell Squat-Press-Deadlift Complex,151,Strength
1914,Goblet Squats,417,Strength
1915,Dumbbell Goblet Squat,316,Strength
1916,Dumbbell squat,357,Strength
1917,Dumbbell Lunges,272,Strength
1918,Dumbbell reverse lunge,101,Strength
1919,Split Squat with Dumbbells,399,Strength
1920,Dumbbell sumo squat,464,Strength
1921,Dumbbell seated box jump,261,Plyometrics
1922,Dumbbell step-up,142,Strength
1923,Dumbbell Walking Lunge,361,Strength
1924,Dumbbell Squat To A Bench,424,Strength
1925,Dumbbell thruster,394,Strength
1926,Dumbbell front squat,147,Strength
1927,Single-Arm Dumbbell Overhead Squat,141,Strength
1928,Dumbbell lateral hop,412,Plyometrics
1929,Dumbbell lunge with biceps curl,453,Strength
1930,Dumbbell Pistol Squat,213,Strength
1931,Dumbbell Squat Snatch,313,Strength
1932,Dumbbell Alternating Lunge,195,Strength
1933,Dumbbell jump squat,305,Plyometrics
1934,Dumbbell Side Lunge,96,Strength
1935,Boss Everline Dumbbell Lunge Jump,51,Strength
1936,Dumbbell Fix Dumbbell Split Squat,84,Strength
1937,Single-leg dumbbell Romanian deadlift,139,Strength
1938,Dumbbell Fix Dumbbell Alternating Reverse Lunge,68,Strength
1939,Dumbbell Fix Turkish Get-Up,235,Strength
1940,Seesaw lunge,140,Strength
1941,FYR Dumbbell Front Squat,237,Strength
1942,Dumbbell split squat,423,Strength
1943,Dumbbell deadlift,176,Strength
1944,Single-arm stiff-legged deadlift,208,Strength
1945,HM Dumbbell Overhead Squat,473,Strength
1946,HM Dumbbell Squat,489,Strength
1947,UNS Dumbbell Goblet Squat,281,Strength
1948,Single-Arm Dumbbell Snatch,126,Strength
1949,KV Dumbbell Lunges,380,Strength
1950,Holman Squat to Biceps Curl,348,Strength
1951,Holman Burpee to Biceps Curl,493,Strength
1952,Holman Slow Weighted Reverse Lunge,452,Strength
1953,Holman Slow Weighted Plie Squat,492,Strength
1954,Holman Weighted Lunge Jump with Biceps Curl,443,Strength
1955,Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,403,Strength
1956,Holman Weighted Lunge Jump with Chest Press,458,Strength
1957,Holman Weighted Half Jack to Biceps Curl,274,Strength
1958,Holman Weighted Half Jack to Chest Press,177,Strength
1959,Holman 180 Jump to Renegade Side Raise,281,Strength
1960,Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,436,Strength
1961,Holman Roll-Back to Squat Thrust to Renegade Row,121,Strength
1962,Holman Roll-Back to Squat Thrust to Renegade Triceps Press,292,Strength
1963,Holman Weighted Narrow Squat Jump,259,Strength
1964,Holman Diagonal Deadlift,53,Strength
1965,Holman Weighted Burpee to Triceps Press,176,Strength
1966,Holman Squat Thrust Overhead Press,443,Strength
1967,Holman Weighted Burpee to Chest Press,89,Strength
1968,Holman Squat to Right-Arm Overhead Press,160,Strength
1969,Holman Right Lunge Jump with Right Overhead Press,242,Strength
1970,Holman Left Lunge Jump with Left Overhead Press,158,Strength
1971,Holman Heavy Hip Drive,305,Strength
1972,Holman Squat to Left-Arm Overhead Press,191,Strength
1973,Holman Weighted Lunge Jump to Floor Lunge Jump,189,Strength
1974,Holman Alternating Weighted Lunge Jump to Chest Press,401,Strength
1975,Holman Weighted Burpee to Overhead Alternating Reverse Lunge,291,Strength
1976,Holman Weighted 180 Jump to Chest Press,415,Strength
1977,Holman Alternating Side Squat Overhead Press,311,Strength
1978,Holman Right Lunge with Right Biceps Curl,320,Strength
1979,Holman Left Lunge with Left Biceps Curl,409,Strength
1980,Holman Squat Thrust to Alternating Front Raise,225,Strength
1981,Dumbbell racked reverse lunge,84,Strength
1982,Total Fitness Dumbbell Reverse Lunge,187,Strength
1983,Single-arm dumbbell snatch-,360,Strength
1984,Total Fitness Dumbbell Step-Up,323,Strength
1985,Single-arm dumbbell front squat,63,Strength
1986,King Maker Weighted Jump Squat,83,Strength
1987,3D dumbbell lunge,285,Strength
1988,MetaBurn Dumbbell Burpee,421,Strength
1989,Dumbbell jump squat with rotation,415,Strength
1990,MetaBurn Dumbbell Wide Squat to Rack,61,Strength
1991,MetaBurn Reverse Lunge To High Pull,391,Strength
1992,MetaBurn Reverse Lunge With Overhead Raise,223,Strength
1993,MetaBurn Squat to Triceps Extension,275,Strength
1994,30 Legs Dumbbell Goblet Squat,215,Strength
1995,30 Legs Dumbbell Squat,396,Strength
1996,Dumbbell step-down reverse lunge,440,Strength
1997,Tire flip,93,Strongman
1998,Single Leg Push-off,72,Plyometrics
1999,Bear crawl sled drag,468,Strongman
2000,Bicycling,173,Cardio
2001,Hex-bar deadlift,330,Strength
2002,Skating,304,Cardio
2003,Weighted sissy squat,388,Strength
2004,Dumbbell step-up,346,Strength
2005,Yoke Walk,324,Strongman
2006,Front Cone Hops (or hurdle hops),340,Plyometrics
2007,Weighted Squat,210,Strength
2008,Bench skip,62,Plyometrics
2009,Backward Drag,367,Strongman
2010,Sled Push,428,Strongman
2011,Barbell squat with plate slide,154,Strength
2012,Suspended split squat,319,Strength
2013,Intermediate Hip Flexor and Quad Stretch,256,Stretching
2014,Sled Drag - Harness,130,Strongman
2015,Burpee over barbell,109,Plyometrics
2016,Dumbbell walking lunge-,179,Strength
2017,Single-Leg Box Jump,101,Plyometrics
2018,Conan's Wheel,483,Strongman
2019,Single-Leg Hop Progression,477,Plyometrics
2020,Rickshaw Deadlift,173,Strongman
2021,Single-cone sprint drill,421,Plyometrics
2022,Single-Leg Stride Jump,488,Plyometrics
2023,Trap Bar Jump,416,Plyometrics
2024,Single-Leg Lateral Hop,261,Plyometrics
2025,Burpee Box-Jumps,363,Plyometrics
2026,Sandbag Load,293,Strongman
2027,Single-leg knee-tap squat,393,Strength
2028,Car Deadlift,267,Strongman
2029,Barbell Squat To A Box,183,Strength
2030,Double Under,353,Cardio
2031,Plate push,76,Cardio
2032,Hybrid deadlift,379,Strength
2033,Boss Everline Suspension Side Run,102,Strength
2034,Boss Everline Lunge Sled Push,233,Strength
2035,Squat Bottom Position Hold,187,Strength
2036,TRX Squat Jump,152,Strength
2037,Landmine squat,438,Strength
2038,Dumbbell Bulgarian split squat,203,Strength
2039,Holman Towel Alternating Prisoner Reverse Lunge,457,Strength
2040,Holman Weighted Burpee to Belly Touch,298,Strength
2041,Holman Weighted Burpee to Front Punch,136,Strength
2042,Holman Weighted Low Squat Punch,434,Strength
2043,Holman Weighted Hook Punch to Squat Thrust,98,Strength
2044,Holman Towel Alternating Side Lunge Squat,380,Strength
2045,Holman Weighted Burpee to Renegade Side Punch,418,Strength
2046,Holman Weighted Reverse Lunge to Knee-Up Overhead Press,370,Strength
2047,Holman Lunge Jump with Overhead Press,312,Strength
2048,Holman Weighted Burpee to Belly Touch to Standing T,64,Strength
2049,Holman Weighted Squat Jump,391,Strength
2050,Holman Weighted Plie Squat,143,Strength
2051,Holman Heels-Elevated Sissy Squat,56,Strength
2052,Holman Squat Jump to Overhead Press,348,Strength
2053,Holman 180 Jump to Overhead Press,103,Strength
2054,Holman Weighted Burpee to Row,475,Strength
2055,Holman Weighted Burpee to 180 Jump,232,Strength
2056,Holman Weighted 180 Jump,441,Strength
2057,Holman Weighted Narrow-Mid-Wide Hop,276,Strength
2058,Holman Alternating Weighted Diagonal Burpee,355,Strength
2059,Holman Towel Burpee to Push-Up,450,Strength
2060,Holman Towel Right Side Squat,87,Strength
2061,ACFT Sprint-drag-carry,439,Strength
2062,Cable Hip Adduction,152,Strength
2063,Cable Deadlifts,73,Strength
2064,KV Cable Squat,295,Strength
2065,Single-Leg Press,196,Strength
2066,Stair climber,347,Cardio
2067,Leg Press,427,Strength
2068,Elliptical trainer,110,Cardio
2069,Narrow-stance leg press,402,Strength
2070,Narrow Stance Hack Squats,80,Strength
2071,Stairmaster,341,Cardio
2072,Machine Squat,497,Strength
2073,Smith machine back squat,114,Strength
2074,Leg Extensions,234,Strength
2075,Treadmill running,464,Cardio
2076,Stationary bike,274,Cardio
2077,Treadmill jogging,163,Cardio
2078,Recumbent Bike,75,Cardio
2079,Smith machine leg press,305,Strength
2080,Lying Machine Squat,425,Strength
2081,Seated Leg Press,287,Strength
2082,Smith machine pistol squat,173,Strength
2083,Leverage Deadlift,86,Strength
2084,Leg press-,150,Strength
2085,TBS Hack Squat,52,Strength
2086,Leg Extensions - Gethin Variation,274,Strength
2087,Seated leg press-,435,Strength
2088,Smith machine front squat,493,Strength
2089,Machine Deadlift - Gethin Variation,122,Strength
2090,Single-leg hack squat,434,Strength
2091,Narrow-stance hack squat,316,Strength
2092,Alternating Single-Leg Curl - Gethin Variation,432,Strength
2093,Stiff-Legged Deadlift - Gethin Variation,62,Strength
2094,Single-Leg Press - Gethin Variation,411,Strength
2095,Hack squat-,353,Strength
2096,Smith machine lunge squat,310,Strength
2097,Hack Squat - Gethin Variation,139,Strength
2098,Leg Press - Gethin Variation,420,Strength
2099,AM Leg Press,488,Strength
2100,Leg extension,234,Strength
2101,UP Quad Extension,310,Strength
2102,UP Single-Leg Press,128,Strength
2103,UP Leg Press,404,Strength
2104,Pop Squat On Leg Press,309,Strength
2105,King Maker Leg Press,179,Strength
2106,Single-leg leg press,483,Strength
2107,King Maker Hack Squat,428,Strength
2108,30 Legs Feet-High Leg Press,274,Strength
2109,30 Legs Leg Press,181,Strength
2110,30 Legs Leg Press Calf Raise,79,Strength
2111,30 Legs Lying Leg Curl,339,Strength
2112,30 Legs Machine Hack Squat,163,Strength
2113,30 Legs Single-Leg Leg Extension,217,Strength
2114,30 Legs Single-Leg Leg Press,143,Strength
2115,30 Legs Single-Leg Lying Leg Curl,435,Strength
2116,30 Legs Smith Machine Split Squat,352,Strength
2117,30 Legs Smith Machine Squat,443,Strength
2118,Jumping rope,180,Cardio
2119,Forward lunge,100,Strength
2120,Side-to-side box skip,207,Plyometrics
2121,Bodyweight squat,59,Strength
2122,Broad jump,421,Plyometrics
2123,Burpee,167,Cardio
2124,Trail Running/Walking,448,Cardio
2125,Scissors Jump,151,Plyometrics
2126,Jumping jack-,119,Plyometrics
2127,Arms-crossed jump squat,170,Strength
2128,Bodyweight Reverse Lunge,90,Strength
2129,Alien Squat,244,Plyometrics
2130,Treadmill walking,423,Cardio
2131,Rocket Jump,487,Plyometrics
2132,Depth jump box jump,136,Plyometrics
2133,Bodyweight Walking Lunge,225,Strength
2134,Walking High Knees,377,Cardio
2135,Lateral lunge,114,Strength
2136,Jump Squat,150,Plyometrics
2137,Over bench jump,257,Plyometrics
2138,Split Jump,480,Plyometrics
2139,90-degree jump squat,464,Plyometrics
2140,Skip,379,Plyometrics
2141,Kneeling hip flexor stretch,321,Stretching
2142,Iron Crosses (stretch),482,Stretching
2143,All Fours Quad Stretch,337,Stretching
2144,Lying quad stretch with band,349,Stretching
2145,One Half Locust,413,Stretching
2146,Standing Hip Flexors,131,Stretching
2147,Looking At Ceiling,490,Stretching
2148,Rear Leg Raises,156,Stretching
2149,On Your Side Quad Stretch,337,Stretching
2150,On-Your-Back Quad Stretch,110,Stretching
2151,Standing Elevated Quad Stretch,199,Stretching
2152,Thigh killa,301,Strength
2153,Southpaw sprawl,90,Plyometrics
2154,Stride Jump Crossover,386,Plyometrics
2155,Side Standing Long Jump,455,Plyometrics
2156,Wall squat,271,Strength
2157,Slide Jump Shot,160,Plyometrics
2158,Sprawl frog kick,192,Plyometrics
2159,Lateral Speed Step,441,Cardio
2160,Side Hop-Sprint,337,Plyometrics
2161,Pop squat,190,Plyometrics
2162,Star Jump,75,Plyometrics
2163,Side Lunge Touching Heel,109,Strength
2164,Lying Prone Quadriceps,96,Stretching
2165,Fast Kick With Arm Circles,283,Cardio
2166,Single-leg box squat,184,Strength
2167,Defensive Slide,461,Cardio
2168,Quick Leap,329,Plyometrics
2169,Vertical Mountain Climber,457,Cardio
2170,Reverse Burpee,125,Plyometrics
2171,Football Up-Down,122,Cardio
2172,Jump lunge heel kick,398,Plyometrics
2173,Burpee box jump,292,Plyometrics
2174,Linear Depth Jump,136,Plyometrics
2175,Slow Jog,67,Cardio
2176,High knees,324,Cardio
2177,Jumping Jack,420,Cardio
2178,Square Hop,407,Plyometrics
2179,Running lunge,448,Plyometrics
2180,In-out jump squat,211,Plyometrics
2181,Gorilla squat,66,Plyometrics
2182,Burpee tuck jump,452,Plyometrics
2183,Speed skater,350,Plyometrics
2184,Jumping knee up-down,80,Plyometrics
2185,Jump Lunge To Feet Jack,235,Plyometrics
2186,Reverse Lunge Rotation,97,Strength
2187,Alternating standing knee-pull stretch,115,Stretching
2188,Seal jack,350,Strength
2189,Kneeling quad thoracic stretch,328,Strength
2190,Single-Leg Squat With Knee Tap,409,Strength
2191,Shuttle run,473,Cardio
2192,Squat Isometric Hold,400,Plyometrics
2193,Wall sit,115,Strength
2194,Walking lunge with hip extension,434,Strength
2195,Squat with alternating side leg raise,52,Strength
2196,Lateral Squats,488,Strength
2197,Walking lunge with twist,79,Strength
2198,Boss Everline Backward Lunge Walk,269,Strength
2199,Reverse Diagonal Skaters,379,Strength
2200,FYR Air Squat,284,Strength
2201,FYR Tuck Jump,169,Strength
2202,Push-up sprawl tuck jump,149,Strength
2203,FYR Running Lunge,198,Strength
2204,FYR Jumping Lunge,189,Strength
2205,FYR Sprawl Frog Kick,308,Strength
2206,Jump squat-,111,Strength
2207,FYR Sprinter Burpee,419,Cardio
2208,Single-leg burpee,297,Strength
2209,FYR Gorilla Squat,243,Strength
2210,Banded compass jump squat,329,Strength
2211,In-out sprawl,303,Strength
2212,Knee-tuck kick-up,102,Strength
2213,Bear crawl donkey kick,198,Strength
2214,Southpaw sprawl with push-up,303,Strength
2215,Bouncing lunge,282,Strength
2216,Bodyweight Squat - Gethin Variation,66,Strength
2217,FYR Alternating Lunge,63,Strength
2218,Bodyweight Walking Lunge - Gethin Variation,150,Strength
2219,Seated Quad Contraction,407,Strength
2220,HM Squat with Alternating Leg Extension,208,Strength
2221,HM Air Squat,251,Strength
2222,HM Alternating Jump Lunge,454,Strength
2223,HM Alternating Lunge-In-Place,311,Strength
2224,HM Alternating Side Lunge,136,Strength
2225,HM Sumo Pulse,99,Strength
2226,HM Sumo Squat,280,Strength
2227,HM Alternating Side-Kick,312,Strength
2228,HM Tuck-Up Burpee,338,Strength
2229,HM Bear Crawl,113,Strength
2230,HM Bear Stance Fire Hydrant,379,Strength
2231,HM Walking Frankenstein,340,Strength
2232,HM Walking Hip Stretch,310,Stretching
2233,HM Wide Jump Squat,480,Strength
2234,HM Boxer Shuffle,230,Strength
2235,HM Running Lunge,136,Cardio
2236,HM Bulgarian Split Squat On Chair,225,Strength
2237,HM Burpee,118,Strength
2238,HM Butterfly,415,Strength
2239,HM Alternating Lunge Push-Up,385,Strength
2240,HM Comet,53,Strength
2241,HM Couch Stretch,88,Strength
2242,HM Down Up,322,Strength
2243,HM Duck Walk,136,Strength
2244,HM Fragon,160,Strength
2245,HM Frankenstein,222,Strength
2246,HM Single-Leg Squat on Chair,171,Strength
2247,HM Single-Leg Touchdown,309,Strength
2248,HM Speed Skater,454,Strength
2249,HM Squat Jump,408,Strength
2250,HM Squat Lunge,230,Strength
2251,HM Garland Pose,476,Strength
2252,HM High Knees,417,Strength
2253,HM In-And-Out Squat,444,Strength
2254,HM In-And-Out Squat Jump,65,Strength
2255,HM Jumping Jack,192,Strength
2256,HM Jumping Knee-Up,100,Strength
2257,HM Jumping Rope,410,Strength
2258,HM Right Calf-Spike Sumo Pulse,269,Strength
2259,HM Reverse Lunge with Kick,81,Strength
2260,HM Left Knee-Up,340,Strength
2261,HM Left-Leg Lunge And Kick-Out,228,Strength
2262,HM Mountain Pose,338,Strength
2263,HM Butt Kickers,153,Strength
2264,HM Right-Leg Lunge And Kick-Out,72,Strength
2265,HM Sumo Get-Up,204,Strength
2266,AM Jump Squat,154,Strength
2267,AM Bodyweight Squat,132,Strength
2268,High knees sprawl drill,423,Strength
2269,UP Bulgarian Split Squat,215,Strength
2270,UN Forward Lunge,326,Strength
2271,UN Front Foot Elevated Split Squat,317,Strength
2272,UNS Half-Kneeling Hip Flexor Stretch,301,Strength
2273,UNS Low Depth Jump,434,Strength
2274,UNS Forward-To-Reverse Lunge,331,Strength
2275,Holman Towel Squat Thrust,69,Strength
2276,Holman Towel Alternating Prisoner Squat,58,Strength
2277,Holman Towel Alternating Lateral Lunge,451,Strength
2278,Holman Squat Pull-Through Jump,349,Strength
2279,Holman 180 Jump,316,Strength
2280,Holman Foot-Elevated Knee-Up to Squat,147,Strength
2281,Holman Feet-Elevated Squat Thrust,144,Strength
2282,Holman Hands-Elevated Lunge Jump,91,Strength
2283,Holman Hands-Elevated Jack to Split Jump,235,Strength
2284,Holman Hands-Elevated Wide Squat Thrust,54,Strength
2285,Holman Hands-Elevated Squat Thrust to Split Jack,426,Strength
2286,Holman Squat Jump,66,Strength
2287,Holman Squat Pulse,173,Strength
2288,Holman Jump-Out Push-Up,110,Strength
2289,Holman Alternating Forward Lunge,100,Strength
2290,Holman Burpee to Jump,431,Strength
2291,Holman Pilates Single-Leg Stretch,443,Strength
2292,Holman Alternating Reverse Prisoner Lunge,292,Strength
2293,Holman Narrow-Wide Squat Jump to 180 Jump,437,Strength
2294,Holman 180 Jump to Lunge,147,Strength
2295,Holman Imaginary Jump Rope,70,Strength
2296,Holman Fast Feet with Hands Up,112,Strength
2297,Holman Hands-Elevated Alternating Lunge Jump,71,Strength
2298,Holman Right Split Lunge,368,Strength
2299,Holman Left Split Lunge,70,Strength
2300,Holman Plyometric Jump,485,Strength
2301,Holman Quad Touch Jump,119,Strength
2302,Holman Skate,411,Strength
2303,Holman Lunge Jump,192,Strength
2304,Holman Flying Squat Thrust,295,Strength
2305,Holman 90-Degree Jump,404,Strength
2306,Holman Half Jack to 180 Jump,484,Strength
2307,Holman Quick Feet to Quad Touch Jump,55,Strength
2308,Holman Squat Thrust to Push-Up to Super Woman,289,Strength
2309,Holman Plyometric Jump to 180 Jump,183,Strength
2310,Holman Standing Heel Click to Hands Down Heel Click,319,Strength
2311,Holman Burpee to 180 Jump,171,Strength
2312,Holman Traveling Low Jack to Belly Touch,75,Strength
2313,Holman Flying Squat Thrust to Shoulder Tap,452,Strength
2314,Holman Squat Jump to Alternating Side Lunge Jump,324,Strength
2315,Holman Low Squat with Low Diagonal Dumbbell Punch,113,Strength
2316,Holman Right Leg Hop to Right Reverse Lunge,327,Strength
2317,Holman Left Leg Hop to Left Reverse Lunge,311,Strength
2318,Holman Burpee to Open Stance,422,Strength
2319,Holman Diagonal Squat Thrust to Renegade Forward Punch,251,Strength
2320,Holman Bear Crawl,422,Strength
2321,Holman Bear Crawl to Donkey Kick,424,Strength
2322,Holman Bear Crawl to Froggy Push-Up,57,Strength
2323,Holman Bear Crawl to Shoulder Tap,262,Strength
2324,Holman Burpee to Tuck Jump,290,Strength
2325,Holman Burpee to Flying Squat Thrust to Tuck Jump,380,Strength
2326,Holman Forward Lunge to Reverse Lunge,495,Strength
2327,Holman Renegade Lunge Jump,344,Strength
2328,Holman Squat Jump to Lunge Jump,341,Strength
2329,Holman Prisoner Reverse Lunge,495,Strength
2330,Holman Wide-to-Narrow Squat Jump,90,Strength
2331,Holman Donkey Run,350,Strength
2332,Holman Weighted Wide-to-Narrow Squat Jump,329,Strength
2333,Holman Wide-to-Narrow Donkey Kick,431,Strength
2334,Holman Mule Kick,295,Strength
2335,Holman Goal Post to Squat,475,Strength
2336,Holman Frogger Squat to Heel Click,387,Strength
2337,Holman Stair Sprint,315,Strength
2338,Holman Stair Bear Crawl,91,Strength
2339,Holman Burpee to Flying Squat Thrust,430,Strength
2340,Holman Flying Squat Thrust to Push-Up,337,Strength
2341,Holman Foot-Elevated Step-To-Lunge,122,Strength
2342,Holman Split Lunge,325,Strength
2343,Holman Stair Climb,452,Strength
2344,Holman Burpee to Flying Jack,179,Strength
2345,Holman Right Reverse Lunge,277,Strength
2346,Holman Left Reverse Lunge,200,Strength
2347,Holman Squat Tap to Hop,192,Strength
2348,Holman Squat Tap to Jump-Forward-Jump-Back,269,Strength
2349,Holman Squat Hip Drive,160,Strength
2350,Holman Alternating Double Lunge Hop,86,Strength
2351,Holman Right Reverse Lunge to Front Kick,470,Strength
2352,Holman Right Leg Forward Lunge Hop,144,Strength
2353,Holman Right Squat Thrust,164,Strength
2354,Holman Left Reverse Lunge to Front Kick,140,Strength
2355,Holman Left Leg Forward Lunge Hop,98,Strength
2356,Holman Left Side Diagonal Burpee,223,Strength
2357,Holman Left Squat Thrust,357,Strength
2358,Holman Wide Squat Thrust,254,Strength
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,173,Strength
2360,Holman Right Lunge Hop to Chest Press,316,Strength
2361,Holman Left Lunge Hop to Overhead Press,284,Strength
2362,Holman 180 Jump Hop Forward Hop Back,105,Strength
2363,Holman Right Split Squat,118,Strength
2364,Holman Left Split Squat,241,Strength
2365,Holman Double Squat Pulse to 180 Jump,345,Strength
2366,Holman Towel Left Side Squat,412,Strength
2367,Holman Alternating Lunge Jump,226,Strength
2368,Holman Lunge Jump to Squat Jump,89,Strength
2369,Holman Burpee with Belly Touch,272,Strength
2370,Bootstrapper squat,156,Strength
2371,Total Fitness Broad Jump,339,Strength
2372,Total Fitness Lateral Lunge,91,Strength
2373,Lateral shuffle,211,Strength
2374,Total Fitness Skip,295,Strength
2375,Total Fitness Spider Lunge,380,Strength
2376,Spider lunge stretch,221,Strength
2377,Spider lunge with T-rotation,390,Strength
2378,Standing quad stretch,198,Strength
2379,Vertical jump,368,Strength
2380,King Maker Burpee,249,Strength
2381,King Maker Explosive High Jump,376,Strength
2382,Muscle Beach Skip,128,Strength
2383,Muscle Beach Broad Jump,460,Strength
2384,Muscle Beach Sprint,301,Strength
2385,Muscle Beach Front Kick,108,Strength
2386,Muscle Beach Side Kick,275,Strength
2387,Muscle Beach Spin Kick,254,Strength
2388,Muscle Beach Freestyle Kick,433,Strength
2389,MetaBurn Alternating Curtsy Lunge To Squat,61,Strength
2390,MetaBurn Alternating Curtsy Lunge With High Knee,213,Strength
2391,MetaBurn Alternating Diagonal Sprawl,206,Strength
2392,MetaBurn Alternating Lateral Sprawl,182,Strength
2393,MetaBurn Curtsy Lunge,197,Strength
2394,MetaBurn Frogger,390,Strength
2395,MetaBurn High Knee Rotation,174,Strength
2396,MetaBurn Side-To-Side Lunge,303,Strength
2397,MetaBurn Star Jump,124,Strength
2398,MetaBurn Tuck Jump With Knee Slap,472,Strength
2399,MetaBurn Lateral Bounding Hop,494,Strength
2400,MetaBurn Double Lunge,315,Strength
2401,Robertson Sprinter Step-Up,327,Strength
2402,FYR2 Front Kick-Through,201,Strength
2403,Lunge high-knee clap,158,Strength
2404,FYR2 Plyo Split Squat,443,Strength
2405,FYR2 Reverse Burpee,377,Strength
2406,FYR2 Reverse Burpee to Regular Burpee,116,Strength
2407,FYR2 Reverse Burpee Tuck Jump,377,Strength
2408,FYR2 Sprawlee,398,Strength
2409,FYR2 Squat Hold,452,Strength
2410,FYR2 Squat Jump,449,Strength
2411,FYR2 Squat Pulse,393,Strength
2412,Sprinter burpee,60,Strength
2413,Shuttle run training,423,Strength
2414,Medicine ball ninja,288,Plyometrics
2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,440,Strength
2416,Medicine ball cowboy squat,474,Strength
2417,Medicine ball jumping jill,66,Strength
2418,Alternate Leg Diagonal Bound,105,Plyometrics
2419,Sit Squats,258,Stretching
2420,Frog Hops,304,Stretching
2421,Dumbbell lateral hop to sprint,474,Plyometrics
2422,Smith machine lunge sprint,323,Strength
2423,Sissy squat,394,Strength
2424,Wall ball toss,148,Plyometrics
2425,Bosu Ball Squat,265,Strength
2426,Exercise ball Bulgarian split squat,407,Strength
2427,Internal Rotation with Band,468,Strength
2428,Band Pull Apart,241,Strength
2429,Back Flyes - With Bands,472,Strength
2430,Lateral Raise - With Bands,137,Strength
2431,Shoulder Press - With Bands,149,Strength
2432,External Rotation with Band,290,Strength
2433,FYR Band Pull-Apart,73,Strength
2434,HM Lateral Raise,123,Strength
2435,Rusin Banded Over-And-Back,326,Strength
2436,Rusin Banded Face Pull,195,Strength
2437,UP Band Pull-Apart,56,Strength
2438,Jordan Shallow Band-Resisted Thread the Needle,286,Strength
2439,30 Shoulders Seated Banded Barbell Shoulder Press,385,Strength
2440,Band shoulder press,186,Strength
2441,Band lateral raise,356,Strength
2442,Band upright row,199,Strength
2443,Staggered-stance band shoulder press,77,Strength
2444,Single-arm banded landmine press,441,Strength
2445,Band front raise rear fly row combo,230,Strength
2446,Jordan Shallow Foam Roller Thoracic Extension,437,Strength
2447,Jordan Shallow Thread the Needle (with Foam Roller),233,Strength
2448,Clean and press,91,Strength
2449,Clean and jerk,303,Olympic Weightlifting
2450,Military press,462,Strength
2451,Seated barbell shoulder press,188,Strength
2452,Snatch-Grip Behind-The-Neck Overhead Press,469,Strength
2453,Standing Bradford press,404,Strength
2454,Barbell Shoulder Press,284,Strength
2455,Barbell rear delt bent-over row,232,Strength
2456,Barbell upright row,284,Strength
2457,Bradford/Rocky Presses,237,Strength
2458,Lying rear delt fly,51,Strength
2459,Machine Shoulder (Military) Press,120,Strength
2460,Standing Barbell Press Behind Neck,317,Strength
2461,Barbell front raise,416,Strength
2462,Overhead bar front raise,312,Strength
2463,Incline barbell shoulder protraction,405,Strength
2464,Behind-the-head push-press,225,Olympic Weightlifting
2465,Rack Delivery,215,Olympic Weightlifting
2466,Smith Incline Shoulder Raise,466,Strength
2467,Tall Muscle Snatch,111,Olympic Weightlifting
2468,Axle Clean And Press,473,Strongman
2469,Jerk Balance,142,Olympic Weightlifting
2470,Seated EZ-bar shrug,301,Strength
